image_name,text,confidence,quality,text_length,product_name,allergens
0041303015018_en,Essential OveRYOAr Spanish Peanuts,0.6760775195499809,0.6760775195499809,34,Spanish peanuts with sea salt,"peanuts, soybeans"
0041303015070_en,Dry (Roasted Peanur unynnal 837z87,0.5206727453678521,0.5206727453678521,34,"Lightly salted dry roasted peanuts, lightly salted",peanuts
0041303015124_en,Roasled Macadamia Nub,0.7532328930402992,0.7532328930402992,21,Dry roasted macadamia nuts with sea salt,nuts
0041303019481_en,[Essential| EvEA Da Conple ? Buttermilk,0.3621143327329176,0.3621143327329176,39,"Pancake & Waffle Mix, Complete Buttermilk","eggs, gluten, milk, soybeans"
0041303063019_en,Essential EvERYDAY MNTUAALLY FLAMORET CHEESE Crackers Baked Snack Crackors chadom Real Choose,0.4998434806519969,0.775,93,Naturally flavored cheese crackers,"gluten, milk, soybeans"
0041303063057_en,Essential VeRyoay VEGETABLE SNACKER Crackers Mimi zJnauo,0.6427431032202298,0.6427431032202298,56,Vegetable snacker,"gluten, soybeans"
0041318241426_en,Vanch AbL PIEE CRISPS OHEgox (exgten,0.2253559379547286,0.3,36,Mini Ranch Rice Chips,milk
0041318610550_en,Ichnucka NO RAISINS 'terol & Fat FREE snackinc READYI / FCdd sl91,0.347828738330972,0.5416666666666666,65,Sun-dried california raisins,nan
0041331049030_en,IGova plantain' CHIPS LIME,0.8253666250350609,0.8253666250350609,26,Lime plantain chips,milk
0041331049054_en,"Gova tostones CHIPS GARLIC UGHTLY SEASOMED WITH SEA SALT and He at Cfcn cene-LoIc hel""T 2",0.5578194749681027,0.7416666666666667,89,Tostones chips garlic,nan
0041331049153_en,"CHIPS MADUROS ALTED ad ooted [5 cise} Ferleclint aren t 04,nery chis. I"""". 4 OZ (8130) Goval sweet plantain",0.5021489941611896,0.8916666666666667,107,Sweet plantain chips,nan
0041331062206_en,Turron Sanchis Mira Alicante Nougat NEGRA Sup FTMUFFOAET JoL wu - WNLDX,0.5769371589665313,0.5916666666666667,71,"Sanchis mira, turro'n de alicante nougat",nuts
0041364002095_en,REDViNes TWSTS ORIGINAL RED,0.70570084254333,0.70570084254333,27,Licorice,gluten
0041364086330_en,REDVINES ORIginal RED etmtIcnn,0.3109321106067504,0.3109321106067504,30,RED VINES TWISTS ORIGINAL RED,gluten
0041364087078_en,"Sour [incH BBITES REDS MRIEELTILMORIDCIDZ ON RAGIN 'StrawiberRy WATERMELC CHERRY ""RASPBERRY",0.5437665181850564,0.7583333333333333,91,Ragin reds chewy bites,gluten
0041364087320_en,SOUB Puwch BIES Cntnto HLavO DOzEns 939 Gaatolr,0.1807703831592781,0.3916666666666666,47,Sour Punch Bites,"gluten, soybeans"
0041376107795_en,KING SIze CANDY BAR PeBbies,0.682386937165205,0.682386937165205,27,Fruity pebbles candy bar,"gluten, milk, soybeans"
0041376202407_en,"Ingredients: GLUCOSE SYRUP SUGAR; GELATIN SORBITOL MODIFIED CORN STARCH_ Citric AciD, AGAR, MALIC Acid ARTIFICIAL FLAVORS GLAZING AGENT (PALM OIL, CAANAUBA WaX) , Sodium CITRATE, ARTIFICIAL COLORS (UITANIUM DIOXIDE, YELLOW 5, YELLOW RED AO,BLUE 1) GONTAINS BIOENGINEERED FOOD INGREDIENTS .",0.4433957954347032,1.0,289,Krabby patties,gelatin
0041376713439_en,Chocolate KRSFIES E cercal RICE KRISPIES KRBSFES MilkChocdlate NCereal 6 02 (459),0.6011330608939319,0.675,81,Rice krispies chocolate bunny,"milk, soybeans"
0041390050046_en,PANKO 4ule%,0.4806911996502805,0.4806911996502805,11,Bread Crumbs,gluten
0041415001046_en,"SMALL&FLUFFY irshA""c AfAT-FReEfood NET WT 10.5 OZ (297 g) #hoanentouid4",0.3581026857853043,0.5916666666666667,71,Small and Fluffy Marshmallows,gelatin
0041415023444_en,"22 GreenWise"" PUFF PASTRY SHEETS NETWT 17,307 (1 LBI.3O2 1 uRot 4904",0.683787511063636,0.683787511063636,68,Puff pastry sheets,"gluten, milk"
0041415078093_en,J GreenWise WHEAT 8 CRACKERS LESS EALARGED 10 ETWT 8 OZ (227 g),0.7023762764468652,0.7023762764468652,63,Wheat Crackers,gluten
0041415104099_en,GreenWise 1 CRACKERS GOLDEN DELLD NET WT 8.8 02 (249g) shoudE,0.5317662919419981,0.5317662919419981,61,Golden crackers,gluten
0041415109414_en,CHIC PEAS NET WT 15.5 OZ (439g),0.7937894029587009,0.7937894029587009,31,Chickpeas,nan
0041415119093_en,"GreenWise"" MINI CHOcOLATE CHIP COOKIES (227 @",0.8340430558713207,0.8340430558713207,45,Organic Mini Chocolate Chip Cookie,"eggs, gluten, soybeans"
0041415144149_en,"GreenWise"" I UNSWEETENED APPLE FRUIT SQUEEZE POUCH NohGh-Ruciosl CorN SRU VadfWMTARFAL Fauum 4-3.202 (90 g) POUCHES, NET WT 128 02 (@60 g)",0.5396552831929803,1.0,138,Unsweetened Apple Fruit Squeeze Pouch,nan
0041415164338_en,GreenWise 1 BLACK BE & QUINOA TORTILLA CHIPS GLUTEN FREE AN,0.9272703978620154,0.9272703978620154,59,Greenwise organic black bean & quinoa tortilla chips,nan
0041415166332_en,WHOLE Alonds 10.25 O26,0.5084470996733575,0.5084470996733575,22,Whole Almonds,nuts
0041415175334_en,WHOLE CASHEWS CHECKNUT 850,0.9322695493878282,0.9322695493878282,26,Whole Cashews,"nuts, peanuts, soybeans"
0041415230057_en,GreenWise LOUNT 1 ICED OATMEAL COOKIE FLAVORED GRAIN BAR MitaOther NATURAL FLAVORS GLUTENEREE 6 _ 1.27 OZ (6 g} BARS NET WI 7.62 OZ (216 g),0.6432347216855672,1.0,139,Iced Oatmeal Cookie,nan
0041419420065_en,FrtGNo Hutrition Sagny AEpD FHua 420 calones Tn Hen Stuheafull & cttom,0.1637361488016973,0.5833333333333334,70,Combos,"gluten, milk, soybeans"
0041419420072_en,(Combo Cheadar Chezse GAc NIUFTED EMACIS,0.4879106471597784,0.4879106471597784,40,Cheddar Cheese Baked Cracker,"gluten, milk, soybeans"
0041419420089_en,STUFFED Combo SNACKS Pepperoni Izza 74e cAackuk] Fakdl,0.5531951900431991,0.5531951900431991,54,Combos Pepperoni Pizza,"gluten, milk, soybeans"
0041419420119_en,Buffalo Blue Cheese pretzel Panteenetene aturl Cul SSnad BAKED,0.5042859549675545,0.5166666666666667,62,Combos Buffalo Blue Cheese,"gluten, milk, soybeans"
0041420013928_en,"Resedl # Fediac BLACK FOREST So Juicy So Good"" GUMMY BEARS #0 REAL FRUIT JUICE METTT Nqey colors from Rcal Giuton Isourgot",0.4693819144972933,1.0,122,Gummy bears candy,gelatin
0041420016233_en,Uroiui (BRite? SOUR} Stawlers,0.2004280508100047,0.2416666666666666,29,Sour Brite Crawlers,gelatin
0041420016257_en,"Zaver3, ItleGROI5W5",0.0941194639010212,0.1583333333333333,19,Gummi candy,gelatin
0041420020810_en,SSSs (P3i7e} {gC SQUR 6cels FROM: Sourl CudY Guvu,0.2407799315067583,0.4083333333333333,49,Sour Gummi Candy Trees,gelatin
0041420021848_en,D? BRiTE Iab MEIC GUMMIWOFM (eld SCVRI Cavlets;,0.3740179250077607,0.3916666666666666,47,Trolli Sour Brite Crawlers,nan
0041420026539_en,BRAcHs] 'uv CONVERSAtION HEARTS,0.5639196569039626,0.5639196569039626,31,Tiny Conversation Hearts,gelatin
0041420027765_en,"36 BLACK forest FRUIT Value 50 Julcy So Oood"" FLAVORED Pack SNACKS JUiCY BURST M# REAL FrUIT JuIce"" Umdr Mixed Fruit MatuRMLLY & aatacully flaned Liquid Exccllent Source Colors from FILLED Vitomin Reol Sourco? CENTERS ""Ke6WI KH2IOOZO76) @oui",0.6230336761612495,1.0,241,Juicy Burst Gummies,"eggs, gelatin, nuts, peanuts"
0041420028632_en,B RAcHs CandyCorn cldt,0.5159139224177577,0.5159139224177577,22,Brach's classic candy corn,"gelatin, sesame-seeds"
0041420028670_en,B RAcHis AutumnMix Mellonrnl,0.5607768348256207,0.5607768348256207,28,Brach's mellowcreme autumn mix candy,"gelatin, sesame-seeds, soybeans"
0041420028731_en,RAch Mini GandyGorn AFINT H8AZ QEp] Ideal for Baking and Snackino,0.4770581395661667,0.5416666666666666,65,Mini candy corn,"gelatin, sesame-seeds"
0041420031984_en,Reea Remar BLACK FOREST So Julcy So Oood ORGANIC GUMMY WORMS JM chyton Cobort 6ovols from Rec Flm Scuntes,0.4341401708095115,0.875,105,Organic gummy worms resealable stand up bag,gelatin
0041420035913_en,CANPS PEPPERMINT CANDY CANES MET WT 5302 (1sog1,0.525288839821222,0.525288839821222,47,Peppermint candy canes,nan
0041420036231_en,ThB RED IHOTS CINNAMON FLAVORED OrIginal CANDY Jat WT 45.07 (12801,0.4928200937654895,0.55,66,The original cinnamon flavored candy,nan
0041420036545_en,ORiGINAL temonhead Lemon WT 4.5 02 (128g) Candy,0.6771908704362505,0.6771908704362505,47,Lemon heads,nan
0041420041266_en,BRAcHs) dlasstg Jellly Beans,0.6394558327057348,0.6394558327057348,28,Classic Jelly Beans,nan
0041420041303_en,Blacks Jally Bird Eggs RRACAS],0.6112750384602056,0.6112750384602056,30,Black jelly bird eggs,"eggs, nuts, peanuts, soybeans"
0041420048548_en,Nerd Gumnmy Cluster e,0.4615340111863417,0.4615340111863417,21,Nerds Gummy Clusters,gelatin
0041420052170_en,IO CACKE Init Frdtt pinkfong BABYSHARR IO-O8O2 4229) POUCHES NETW 802 | Wrhwahtrcxuadaarnss Gondb1e3 T,0.2691899099294403,0.85,102,Funables Baby Shark Fruit Snacks,gelatin
0041420053177_en,BLACK Forest Fecdulct Real Ooed ORGANIC GUMMY BEARS 100 Fot Free Gluten Free Colors from Iewib_i69) Real Sources,0.6578912237879825,0.9333333333333332,112,"Strawberry, Apple, Orange, Lemon, Pineapple, Cherry Flavored Gummy Bears, Strawberry, Apple, Orange, Lemon, Pineapple, Cherry",gelatin
0041420054594_en,"VALUE PACK 2zl Feucit Frvity REg Mixed ""@e; RDE 7mmauar EetutMiwn616c94 WsavlhanWavakl@s, Gondhle3 Snackse Berry",0.4434531341965563,0.9333333333333332,112,Fruity Snacks Mixed Berry,gelatin
0041420054747_en,12 CANDY CANES BRACHS PEPPERMINT CANDY CANES .,0.7914877798094749,0.7914877798094749,46,Peppermint Candy Canes,nan
0041420055324_en,PoUek 73 FEOtt Blucberty Stral berry Mda@r Pires # 'eTWzpR Rutee5dd Gondble3 Ticjactoe,0.29113543533356,0.7166666666666667,86,Gummys,"eggs, gelatin, gluten, nuts, peanuts"
0041420055645_en,101 Moce Frit SUPERMARIO 10-08 02 [22g/ FOUCHES RWRRE MeT W 8 02 (226g) Mmrw aaecaWrutaaaina Eondhle3 LEMEN,0.2860726251616722,0.8916666666666667,107,Funables Super Mario Fruit Snacks,gelatin
0041420055676_en,IO Palkcnt HoRE ATd rk PTL FIRIRAI #-Wdairinsiimunn Uuoana Fma75655 Gonahle3,0.1231302569079901,0.6333333333333333,76,Funables Paw Patrol Fruit Flavored Snacks,gelatin
0041420062650_en,"240 PIECES ATOMIC FireBall (hnnuucp AhutoadCondy KialWly auozd G Een Ancd Gluten free food TU 64802 (4,05 LB} MI8IA",0.4586098745996692,0.9583333333333334,115,Atomic fire ball,nan
0041420067860_en,Porest) STREICH ISLAND] FRUIT STRIPS | GRAPE denn FitisW,0.4423553655138509,0.4666666666666667,56,Stretch Island Fruit Strips - Grape,nan
0041420069895_en,"BRiTE Trroldi SOUR, Ctavlers BERRY VeRy E",0.4824021304363354,0.4824021304363354,41,Trolli Sour Brite Crawlers Very Berry,"eggs, gelatin, gluten, nuts, peanuts"
0041420073731_en,BRACHS TinY CONNVERSATION HEARTSuI unucheie Jla ituuii Oanst Lenion Citt SUPM_ EGnE,0.2796851844477389,0.6916666666666667,83,Tiny conversation hearts,gelatin
0041420110184_en,"Real BLACK FOREST So Julcy So Good"" ORGANIC GUMMY BEARS NeIM Oiuis Gael 4Oz6eg""",0.621878598495981,0.6583333333333333,79,Gummy bears,gelatin
0041420110252_en,IBRite 12w904n59) Trodi SOURU Ctavlers,0.2033610645557324,0.3166666666666666,38,"Trolli, sour brite crawlers minis gummi candy",gelatin
0041420127052_en,Chewy Fruity Candyl WUNIY K MIFDXLY FUS @D MIMSWQO JuJYtRUITS,0.3344887352427746,0.5083333333333333,61,Chewy Fruity Candy!,nan
0041420224980_en,28 BLACK FOREST Fruit Flavored Snacks zoo% Noltrol #2 Flavors Spring,0.7390278209605479,0.7390278209605479,68,Spring Medley Fruit Flavored Snacks,"apple, gelatin"
0041420471490_en,"Nutrition Facts 40 #ytCS Senvir ? slze pouch (2Jq, Calores Tatal Fat eatt Ft Ctostta| (5 Joul Carbetralt Muatan UEldTar4d nn D 0c;",0.1910966027353885,1.0,130,Black Forest Juicy Burst Fruit Flavored Snacks,"eggs, gelatin, nuts, peanuts"
00414234_en,0lonio KEFRife UAEa,0.0497511476217921,0.1583333333333333,19,Tortilla chips,nan
0041449001104_en,Krusueaz Ughi FLUFFY Buttermilk Antntn Jeaz,0.4477740944544959,0.4477740944544959,43,Buttermilk Complete Pancake Mix,"eggs, gluten, milk, soybeans"
0041449001753_en,FAMILY SIze Rrusueaz UGHT FLUFFY Buttermilk Utaco Wisit,0.5417602772572053,0.5417602772572053,55,Buttermilk Complete Pancake Mix,"gluten, milk, soybeans"
0041449001869_en,RruStbaz crispy UGHT / Belgian Hadueo Iqeedoni,0.2747442501449085,0.3833333333333333,46,Light crispy belgian waffle mix,"gluten, soybeans"
0041449003153_en,RRusuB FLUFFY Bexrermitk COUPLETE PANG Loo NeTeR LGHT Ka,0.3394917742850755,0.4666666666666667,56,Harina preparada completamente para hacer Hot Cakes,"eggs, gluten, milk, nuts, soybeans"
0041449102054_en,KRUSTEAZ Jight & Pumpkincpice COmpLeTE PanCAKE Mix Just Aod WatER Fiully,0.4681004908678769,0.6,72,Complete Pancake Mix,"gluten, soybeans"
0041449301976_en,GHIRARDELLI Chogolate DARK CHOCOLATE cnittt Browic Mu CHOCOLATE Ciuna,0.4944400201246918,0.575,69,Premium brownie mix,"gluten, milk, soybeans"
0041449402277_en,"C3oker 'PAVORITES"" moisLs Super/ Chocolate Fudge",0.6305592333129498,0.6305592333129498,48,Supreme muffin mix,"gluten, nuts, soybeans"
0041449403267_en,RQUSIEL; KRUSTEAZ WILD BLUEBERRY ALLoLciat FREE GLUTEN,0.64515204360184,0.64515204360184,54,Wild Blueberry Muffin Mix,soybeans
0041449471495_en,KRUSIEAZ IJHT $ RltfY Btweberry,0.2881217902254251,0.2881217902254251,31,Blueberry complete pancake mix,gluten
0041449471501_en,KRUSTEAZ ATAADITDAMhce Comnlete Pancake Mix BUTTERMILK Light & Fluffy CuS( add uter HEART HEALTHY Go8p FOURCE TIVER TROL 2o0 [ FER 16 DRMIE 488 MWTtzn1b9zDOM;),0.5468374691312141,1.0,159,Buttermilk Heart Healthy Pancake Mix,"gluten, milk, soybeans"
0041449471792_en,Joor KRuSTEAZ PROTEIN ` 8 IsGlug2 Wholcrnmaar,0.2576328280734209,0.375,45,Protein Pancake Mix Buttermilk,"gluten, milk, soybeans"
0041449473062_en,Rrust4 GLUTEN FREE SWIRL KRUSTEAZ CINNAMON,0.7781835394879711,0.7781835394879711,42,CINNAMON SWIRL CRUMB CAKE & MUFFIN MIX,soybeans
0041449473314_en,KRUSTEAZ GLUTEN FREE CHOCOLATE CHIP Cockie Mia: Artificial Karem 90z08? 0; Hle @,0.7489191331901982,0.7489191331901982,80,Gluten free chocolate chip cookie mix,soybeans
0041449601212_en,MkTRT UTTER BANNGSPANCAKE MIX aeerotnen idthuill Hlantt,0.1965376278531976,0.4583333333333333,55,BUTTERMILK BAKING & PANCAKE MIX,"gluten, milk, soybeans"
0041483040138_en,"KFMPS Cre cottace,",0.3586673397641796,0.3586673397641796,18,Cottage cheese,milk
0041498185404_en,Actlue ughtly Rice Caked Salled,0.6089747261280081,0.6089747261280081,31,Fit&active lightly salted rice cakes,nan
0041498210281_en,Wrie CHEDDAR puFFS Batd Cren er Knmae GE2444ePaee mpi atur NFTWIA OJ UMJal,0.3540881366230597,0.6166666666666667,74,Organic puffs,milk
0041498223571_en,(SouTHen CROVE PUMPKIN Seeds Roasted with Salt (1429,0.6687512760644776,0.6687512760644776,52,Pumpkin seeds roasted with salt,nan
0041498246471_en,uutuea CROVE AMoNDS Unsa(ted Met WT 14.02 (397g),0.5464110593440499,0.5464110593440499,48,"Unsalted almonds, unsalted",nuts
0041498293185_en,HiGh PROTEIN BAR s Proten 39 FIBER bor 209 TZiuc VBKAS HET W 74402440201 ELEVATION bMillille for vou petter CHOCOLATE MINT Murallyelivored PROTEIN gar:.,0.4378876191996076,1.0,152,High protein bar,"milk, nuts, soybeans"
0041512101540_en,FIRST STREEL GLw Soure Of eser GWumee FEhU4Cup LpCePED $3 100 Yellow Popcomn Kernels_ 345,0.5014384571884941,0.7416666666666667,89,First street yellow popcorn kernels,nan
0041512115479_en,FRST STREEL Cashews _ HALVES & PIECES ROASTED SALTED EAEHD 0 NET WT 46 02 QEKO2)Lzdlg,0.656944377400231,0.7083333333333334,85,Cashews halves & pieces,"nuts, peanuts"
0041512148668_en,"C, In- ~Sheil TISl STREH Peanuts CE An UNSALTED U.S. GRADE FANCY NO PRESEEVATNES etatuoc015y Roacoted -",0.4879200205537855,0.8583333333333333,103,Roasted in-shell peanuts,peanuts
0041550057823_en,ORGANI BOXES triscuit 23 ORIGINAL 3SiMPLE DLE erain ingtedier WhEAT colon 020 HHT EIEJ Gacuss,0.4707175913136879,0.775,93,triscuit,gluten
0041570000632_en,DLMO Almends (lalate Tcasled 8 Cccctud Alonds 4m5@ ped (ruit,0.5549657942413913,0.5549657942413913,60,Fruit,nuts
0041570015902_en,"""Son rgukig"" BLUE DIAM OND ALMGNDS Smokehouse Inesistible",0.5847761382493347,0.5847761382493347,57,"Almonds, smokehouse",nuts
0041570030837_en,"Vatd Suzresi tible Fafe BLUE DIAMOND 2g9. LMONds Smokehouse Smart ,",0.5603806400432996,0.5603806400432996,67,Almonds,nuts
0041570044261_en,DIBLUD ALMONOS M 0 N NUTTHINS Orijinal 7 Ure,0.4232267563358594,0.4232267563358594,44,Almond Nut-Thins Original,"milk, nuts"
0041570044285_en,"Irresistible mart Snacking' Eating"" DIBLUND LMONDS P E C A NE NuTThIns Wheat Glucen Free NuT & RICE CRACKER SNACKS HET WT 4.25 Z [120,5g1",0.6580036179443551,1.0,137,Pecan Nut-Thins Nut & Rice Cracker Snacks,milk
0041570051795_en,FBLONC Iokehou,0.3459804727064295,0.3459804727064295,14,Smokehouse Almonds,"nuts, soybeans"
0041570051801_en,ELL DiaoND,0.1336605877948489,0.1336605877948489,10,Blue Diamond Roasted Almonds Tube,nuts
0041570051818_en,BA8ED OND Nattrral Molel,0.4750115676112548,0.4750115676112548,24,Whole Natural Almonds,nuts
0041570052303_en,BLUE DIAMONI hotlo? BOLD ScySal Wasabi& Ioud,0.5160791006036635,0.5160791006036635,44,Blue Diamond Almonds Wasabi & Soy Sauce,"gluten, mustard, nuts, soybeans"
0041570052785_en,NUICHHNS DBLUND LMONDS LMO Nm NUTTHINS udt,0.4354731211987666,0.4354731211987666,42,Rice Cracker Snacks with Almonds,"milk, nuts"
0041570053317_en,U7c2ni BLUE DIAMON MONDS BOLI) Habanero BBQ (I6 02 (LB) 4549 Isuull,0.5321048247236188,0.5583333333333333,67,Habanero BBQ Almonds,"mustard, nuts"
0041570054017_en,~DBuED NUTTHINS,0.5314888102273665,0.5314888102273665,15,Almond Nut-Thins Cheddar Cheese Rice Cracker Snacks with Almonds,"milk, nuts, soybeans"
0041570054048_en,DIBLBND AorO NUT THINS 04 countek,0.3973425442655663,0.3973425442655663,33,ALMOND NUT-THINS COUNTRY RANCH,"milk, nuts, soybeans"
0041570055120_en,BLue BBC DIAMOND BOLD) Habanen?,0.6282446849860849,0.6282446849860849,31,Almonds,"mustard, nuts"
0041570055298_en,"Tariee"" lrresistible ( Smiar Macking BLUE DIAMOND MONDS Whole Natural 6r",0.6547030332343018,0.6547030332343018,72,Whole natural almonds,nuts
0041570057254_en,DIAMOND Mon Mighty Salted BLUE [EASALI],0.5777779858413858,0.5777779858413858,39,Lightly Salted Almonds,nuts
0041570057902_en,"UF vasted )nas ""m ~HET WT 16 02 (H6} 4548 Salt",0.4614729588868551,0.4614729588868551,46,"Oven roasted almonds, sea salt",nuts
0041570058732_en,"Ee BLUE DIAMOND ALMONDS A L M 0 N D NUT THINS LAL Pepper JACK Tla""ot6= cheese (DD XLE LHACKER ShaCIS 425 02 (121661 WIHALHIOHDS",0.3687988495512418,1.0,127,Almond Nut-Thins Pepper Jack Cheese Rice Cracker Snacks with Almonds,"milk, nuts, soybeans"
0041570109083_en,DIBLBRD RTIS A NUTTHINS sEEos lmw Dota,0.41872099754206,0.41872099754206,38,Rice Cracker Snacks with Almonds,"milk, nuts"
0041570109090_en,"DIAMOND ALMONDS Artisan NutTHINS Vnu 'Fee""= crafed with BROWN RICE ALMONDS & SESAME SEEDS grM Mutr ""hy",0.5357043346840039,0.85,102,Artisan Nut-Thins Sesame Seeds,"gluten, milk, nuts, sesame-seeds"
0041570109106_en,NuiTHANs DIBUOND HO RTTSAN NUTTHINS Rean GULDs Elfut,0.3275530902967189,0.4333333333333333,52,Rice Cracker Snacks with Almonds,"milk, nuts, sesame-seeds"
0041570110225_en,EEATE BLUE DIAMOND JOHD) salt_n Vinegar G2(VLB) 4540,0.4733331244438881,0.4733331244438881,52,salt 'n vinegar almonds,"milk, nuts"
0041570110232_en,BLy Lo% DIAMO Salter Lighdly,0.5444647035964271,0.5444647035964271,28,Lightly salted almonds,nuts
0041570110621_en,BLUE DIAMOND LMONDS Whole Natural,0.973222506654437,0.973222506654437,33,Whole natural almonds,nuts
0041570110720_en,Hoee 25 BLUE Snfotd} 8 DIAMOND ALMONDS 1 25 dark chocolate 0z Roasted Over Almonds,0.6497784741837063,0.6833333333333333,82,Oven roasted cocoa dusted almonds,nuts
0041570130193_en,"Irresistible ""Smart Snacking' Eating' BLuE 2g35 DIAMOND ALMONDS Smokehouse",0.7565971592139739,0.7565971592139739,74,Almonds smokehouse,"nuts, soybeans"
0041570130568_en,KselaLE Zimo Irresistible Smart Snacking' Eating* BLUE DIAMOND 2gu- ALMONDS Smokehouse 45 02 Q H6IES |7764,0.6684651539068333,0.8833333333333333,106,Smokehouse almonds,"nuts, soybeans"
0041570131183_en,Fanae Smart Intense Snacking Taste: BLUE DIAMOND LMONDS BOLD & Soh= FLAVORED Sauce Wasabi _,0.7653683250758222,0.7653683250758222,91,Bold wasabi & soy sauce almonds,"gluten, mustard, nuts, soybeans"
0041570142714_en,"Krtctisribke Snacking] DBLED NEW MQ N D NuhhnS Tvoneo SRIRAcHA ALMOND- RICE CRNCKER SNAcKS: AL""",0.4814378896795761,0.7916666666666666,95,Blue diamond nutthins sriracha flavored almond,nuts
0041570142929_en,Tastense Smandking' BLUE DIAMOND OULs BOH) Habauero 30 OZ ( LzJ4 OZI 850 0 BBQ aim,0.5658224044855628,0.6833333333333333,82,Bold habanero bbq almonds,"mustard, nuts"
0041570144671_en,"Smart BLUE Shackics"" DIAMOND ALMONDS LEENeS CAROLINA REAPER MI huttEST Mum Suutesu",0.4693418090561259,0.6833333333333333,82,"Xtremes Flavored Carolina Reaper, Xtremes",nuts
0041570145104_en,808 MORE FAMILY SIZE BLu DIAMOND A L M 0 N D NUTTHINS TE atee 17020124 ALMQNDS,0.5683560739069308,0.65,78,Nut-thins sea salt,"milk, nuts"
0041570149256_en,DiBIBND DIPPED MoNds 1/2 sudr Protld 9488eHeser# 'ALMONDS THINI Ccod,0.4087910372244324,0.5666666666666667,68,Thin Dipped Almonds,"milk, nuts, soybeans"
00415712_en,"M&s The pertert beat Sweet POP CORN paanin""",0.6090791267540278,0.6090791267540278,43,Sweet Popcorn,nan
0041573038076_en,Wenche Ea,9.60277308358402e-05,0.075,9,All Butter Mini Croissants,"gluten, milk"
0041616202037_en,HOODYS PEANUT BUTTER CHOCOLATE MIX aDedei Dater boto Feacoreatter een {D' uund Matoesurc1 WNETWT 4402/2 LB 12 021 12kg,0.3679902348284298,0.9833333333333332,118,Peanut Butter Chocolate Mix,"gluten, milk, peanuts, soybeans"
0041633063598_en,(peic Waw Chl8 ITWT 90z (255 10} 7P5sr POTATO,0.3730536347999151,0.375,45,wavy potato chips,nan
0041667036292_en,Pop 6 CORN Oorme c8r5e S Weavet BAGS KETTLE,0.6100713290203712,0.6100713290203712,43,Microwave popcorn kettle corn bags,nan
0041716820629_en,"""fr1go Yab @yge Cheese}lzads COMBo APa Ccbi ' Jackl 'TURKEY Sticys",0.2690488959237799,0.55,66,Colby & Monterey Jack Cheese / Turkey Sticks Combo Pack,milk
0041761103043_en,EMLRChocol4uo Bring & smile To sameone s tace and shonton mucnyou care make I casy Sacm to celebrate 8 26 chocoble TLiftioot IatiFC,0.2600232312834776,1.0,131,Chocolate,"eggs, milk, soybeans"
0041770034604_en,BROWNAHALEK Jad DARK ROcA THE ORIGINAL BUTTERCRUNCH WITH ALMONDS DARK CHOCOLATE TOFFEE* QARK,0.6630004876291996,0.7666666666666667,92,Dark canister,"milk, soybeans"
0041770056804_en,Antj ALMOND ROC Feeteu JtE WtiuaMonos Inel Muni),0.3247318520296731,0.4,48,The original buttercrunch toffee with almonds,"milk, nuts, soybeans"
0041780000019_en,UIL Oniginal Potato chips Net WT TO7 (OJO,0.4900207512871365,0.4900207512871365,41,Original Potato Chips,nan
0041780000118_en,family SIZE Utz Original potato CHIPS,0.6095592370297016,0.6095592370297016,37,Potato Chips,nan
0041780000415_en,GLUTEM 150 FREE CauqrIES Fo FalCo Uiz Barbeque potato CHIPS NET WT 0z (28.3g),0.5967001012854698,0.6416666666666667,77,Barbeque flavored potato chips,mustard
0041780001276_en,Handcooked POTATO CHIPS VtwTj0z in {44 222,0.5297620466624993,0.5297620466624993,42,Grandma utz's handcooked potato chips,nan
0041780001597_en,"Utz_ Kettle Clasics ORIGINAL oonn) 02 (226, 821@ PEANUT oII]",0.4470136847619511,0.5,60,Kettle Classics Crunchy Potato Chips,peanuts
0041780002280_en,Culz AUTTER Wallles PRETZELS,0.5993645618058997,0.5993645618058997,28,Butter Waffles Pretzels,gluten
0041780002310_en,Uz COUNTRY STORE Stix RETZELS WEEC,0.61197372127237,0.61197372127237,34,Stix pretzels,gluten
0041780003515_en,UZZ Bad cer dkeese Baljs Banesde Queso 803 VALlZD? No,0.2107482148032936,0.4416666666666666,53,Baked cheddar cheese balls,milk
0041780003591_en,Mutrition Facts Caotns 1501,0.3142910157596717,0.3142910157596717,27,Cheese Balls,milk
0041780012722_en,"Pub Mix Alaee ""Klemi % Guncl snack Fntn",0.3587269186519957,0.3587269186519957,39,Pub mix ounce barrel savory snack mix,"gluten, milk, mustard, sesame-seeds, soybeans"
0041780013286_en,Wz PARTY Mlx EEe AoInl702),0.4093023150297338,0.4093023150297338,26,Party Mix,mustard
0041780052728_en,Utz Pub Mix Satory 'Blend & On Iiy Suaa KET WT 4402(21012 021 Hedatid,0.4488274258130001,0.575,69,Pub mix ounce barrel savory snack mix,"gluten, milk, mustard, sesame-seeds, soybeans"
0041780190130_en,Riporeena potato CHIPS (GCUTEM] FREE) Utz,0.2911962124767692,0.3416666666666667,41,Ripples Potato Chips,nan
0041780190208_en,FREE dtz Salt?Popper Mandbl POTAto ChIPS GLUTEN,0.2809566060741546,0.3916666666666666,47,Salt & pepper chips,milk
0041780192622_en,66 Zuz Bats & Jacks NETeTbocd TLEEn 0e8 22304tz0 (Haltoween,0.3310245563135189,0.4916666666666666,59,Halloween Pretzels,gluten
